t_wall,t_seq,state,stage,nav_state,armed,x,y,z,vx,vy,vz,heading
1786529198.564,0.000,WAIT,idle,-1,0,-3.124,-26.327,-3.848,0.083,0.090,-0.033,1.1966
1786529198.664,0.000,WAIT,idle,2,1,-3.118,-26.323,-3.854,0.085,0.057,-0.029,1.2014
1786529198.764,0.000,WAIT,idle,2,1,-3.107,-26.322,-3.857,0.050,0.042,-0.007,1.2024
1786529198.863,0.000,WAIT,idle,2,1,-3.096,-26.323,-3.859,0.042,0.039,-0.000,1.2037
1786529198.963,0.000,WAIT,idle,2,1,-3.085,-26.324,-3.860,0.068,0.046,0.022,1.2046
1786529199.063,0.000,WAIT,idle,2,1,-3.073,-26.326,-3.861,0.032,0.030,0.014,1.2019
1786529199.163,0.000,WAIT,idle,2,1,-3.065,-26.327,-3.861,0.049,0.039,0.027,1.2052
1786529199.263,0.000,WAIT,idle,2,1,-3.057,-26.330,-3.862,0.063,0.018,0.015,1.2080
1786529199.363,0.000,WAIT,idle,2,1,-3.051,-26.330,-3.863,0.050,0.062,0.027,1.2100
1786529199.463,0.000,WAIT,idle,2,1,-3.049,-26.331,-3.863,0.049,0.041,0.023,1.2099
1786529199.563,0.000,WAIT,idle,2,1,-3.049,-26.330,-3.862,-0.026,0.016,0.039,1.2100
1786529199.663,0.000,WAIT,idle,2,1,-3.049,-26.327,-3.861,-0.009,0.015,0.037,1.2090
1786529199.763,0.000,WAIT,idle,2,1,-3.052,-26.324,-3.857,-0.004,0.030,0.052,1.2108
1786529199.863,0.000,WAIT,idle,2,1,-3.057,-26.320,-3.854,-0.002,0.026,0.049,1.2124
1786529199.963,0.000,WAIT,idle,2,1,-3.062,-26.316,-3.852,-0.014,0.045,0.031,1.2078
1786529200.063,0.000,WAIT,idle,2,1,-3.071,-26.309,-3.852,-0.046,0.043,0.012,1.2031
1786529200.163,0.000,WAIT,idle,2,1,-3.082,-26.299,-3.852,-0.024,0.130,0.013,1.2015
1786529200.263,0.000,WAIT,idle,2,1,-3.095,-26.291,-3.853,-0.064,0.080,0.015,1.1992
1786529200.363,0.000,WAIT,idle,2,1,-3.108,-26.280,-3.853,-0.083,0.063,0.029,1.1971
1786529200.464,0.000,WAIT,idle,2,1,-3.118,-26.272,-3.854,-0.057,0.064,0.018,1.1965
1786529200.564,0.000,WAIT,idle,2,1,-3.130,-26.266,-3.854,-0.066,0.029,0.019,1.1977
1786529200.663,0.000,WAIT,idle,2,1,-3.142,-26.263,-3.855,-0.048,0.033,0.022,1.2005
