t,nav,armed,sp_x,sp_y,sp_alt,x,y,alt,eph,epv,xy_valid,z_valid,rst_xy,rst_z
3.404,1,0,nan,nan,nan,9.3909,-0.0499,5.3418,0.036,0.165,1,1,3,2
3.509,1,0,nan,nan,nan,9.3918,-0.0508,5.3421,0.036,0.165,1,1,3,2
3.602,1,0,nan,nan,nan,9.3923,-0.0513,5.3414,0.036,0.169,1,1,3,2
3.702,1,0,nan,nan,nan,9.3932,-0.0518,5.3412,0.036,0.163,1,1,3,2
3.805,1,0,nan,nan,nan,9.3941,-0.0524,5.3410,0.036,0.167,1,1,3,2
3.900,1,0,nan,nan,nan,9.3950,-0.0530,5.3411,0.036,0.166,1,1,3,2
4.006,1,0,nan,nan,nan,9.3958,-0.0536,5.3412,0.036,0.164,1,1,3,2
4.107,1,0,nan,nan,nan,9.3959,-0.0538,5.3412,0.036,0.165,1,1,3,2
4.208,1,0,nan,nan,nan,9.3968,-0.0547,5.3413,0.036,0.165,1,1,3,2
4.302,1,0,nan,nan,nan,9.3968,-0.0547,5.3413,0.036,0.165,1,1,3,2
4.408,1,0,nan,nan,nan,9.3968,-0.0547,5.3413,0.036,0.165,1,1,3,2
4.501,1,0,nan,nan,nan,9.4000,-0.0575,5.3427,0.036,0.165,1,1,3,2
4.601,1,0,nan,nan,nan,9.4007,-0.0581,5.3425,0.036,0.169,1,1,3,2
4.703,1,0,nan,nan,nan,9.4014,-0.0587,5.3409,0.036,0.167,1,1,3,2
4.810,1,0,nan,nan,nan,9.4016,-0.0589,5.3405,0.036,0.163,1,1,3,2
4.908,1,0,nan,nan,nan,9.4030,-0.0602,5.3377,0.036,0.163,1,1,3,2
5.008,1,0,nan,nan,nan,9.4047,-0.0618,5.3339,0.036,0.165,1,1,3,2
5.105,1,0,nan,nan,nan,9.4055,-0.0626,5.3321,0.036,0.163,1,1,3,2
5.209,1,0,nan,nan,nan,9.4061,-0.0632,5.3311,0.036,0.166,1,1,3,2
5.306,1,0,nan,nan,nan,9.4065,-0.0635,5.3307,0.036,0.163,1,1,3,2
5.402,1,0,nan,nan,nan,9.4065,-0.0635,5.3307,0.036,0.163,1,1,3,2
5.506,1,0,nan,nan,nan,9.4065,-0.0635,5.3307,0.036,0.163,1,1,3,2
5.600,1,1,nan,nan,nan,9.4103,-0.0667,5.3276,0.036,0.167,1,1,3,2
5.709,1,1,nan,nan,nan,9.4116,-0.0680,5.3270,0.036,0.166,1,1,3,2
5.804,1,1,nan,nan,nan,9.4116,-0.0680,5.3270,0.036,0.166,1,1,3,2
5.909,1,1,nan,nan,nan,9.4116,-0.0680,5.3270,0.036,0.166,1,1,3,2
6.004,1,1,nan,nan,nan,9.4116,-0.0680,5.3270,0.036,0.166,1,1,3,2
6.109,1,1,nan,nan,nan,9.4116,-0.0680,5.3270,0.036,0.166,1,1,3,2
6.206,1,1,nan,nan,nan,9.4176,-0.0737,5.3235,0.036,0.165,1,1,3,2
6.300,1,1,nan,nan,nan,9.4176,-0.0737,5.3235,0.036,0.165,1,1,3,2
6.405,1,1,nan,nan,nan,9.4176,-0.0737,5.3235,0.036,0.165,1,1,3,2
6.501,1,1,nan,nan,nan,9.4177,-0.0738,5.3235,0.036,0.166,1,1,3,2
6.601,1,1,nan,nan,nan,9.4184,-0.0743,5.3233,0.036,0.164,1,1,3,2
6.705,1,1,nan,nan,nan,9.4184,-0.0743,5.3233,0.036,0.164,1,1,3,2
6.809,1,1,nan,nan,nan,9.4184,-0.0743,5.3233,0.036,0.164,1,1,3,2
6.902,1,1,nan,nan,nan,9.4184,-0.0743,5.3233,0.036,0.164,1,1,3,2
7.006,1,1,nan,nan,nan,9.4184,-0.0743,5.3233,0.036,0.164,1,1,3,2
7.110,1,1,nan,nan,nan,9.4184,-0.0743,5.3233,0.036,0.164,1,1,3,2
7.204,1,1,nan,nan,nan,9.4184,-0.0743,5.3233,0.036,0.164,1,1,3,2
7.304,1,1,nan,nan,nan,9.4214,-0.0769,5.3245,0.036,0.166,1,1,3,2
7.409,1,1,nan,nan,nan,9.4214,-0.0769,5.3245,0.036,0.166,1,1,3,2
7.500,1,1,nan,nan,nan,9.4268,-0.0814,5.3235,0.036,0.169,1,1,3,2
7.604,1,1,nan,nan,nan,9.4296,-0.0838,5.3233,0.036,0.172,1,1,3,2
7.707,1,1,nan,nan,nan,9.4304,-0.0845,5.3228,0.036,0.171,1,1,3,2
7.801,1,1,nan,nan,nan,9.4307,-0.0848,5.3226,0.036,0.173,1,1,3,2
7.902,1,1,nan,nan,nan,9.4316,-0.0854,5.3206,0.036,0.173,1,1,3,2
8.009,2,1,nan,nan,nan,9.4323,-0.0860,5.3183,0.036,0.171,1,1,3,2
8.102,2,1,nan,nan,nan,9.4333,-0.0867,5.3143,0.036,0.171,1,1,3,2
8.204,2,1,nan,nan,nan,9.4340,-0.0871,5.3111,0.036,0.169,1,1,3,2
8.302,2,1,nan,nan,nan,9.4348,-0.0877,5.3075,0.036,0.173,1,1,3,2
8.404,2,1,nan,nan,nan,9.4357,-0.0884,5.3032,0.036,0.171,1,1,3,2
8.502,2,1,nan,nan,nan,9.4365,-0.0890,5.3005,0.036,0.170,1,1,3,2
8.603,2,1,nan,nan,nan,9.4373,-0.0898,5.2978,0.036,0.174,1,1,3,2
8.701,2,1,nan,nan,nan,9.4383,-0.0906,5.2950,0.036,0.168,1,1,3,2
8.808,2,1,nan,nan,nan,9.4393,-0.0914,5.2924,0.036,0.170,1,1,3,2
8.904,2,1,nan,nan,nan,9.4412,-0.0927,5.2879,0.036,0.170,1,1,3,2
9.005,2,1,nan,nan,nan,9.4415,-0.0929,5.2874,0.036,0.171,1,1,3,2
9.105,2,1,nan,nan,nan,9.4428,-0.0937,5.2847,0.036,0.169,1,1,3,2
9.201,2,1,nan,nan,nan,9.4463,-0.0961,5.2810,0.036,0.166,1,1,3,2
9.303,2,1,nan,nan,nan,9.4481,-0.0973,5.2805,0.036,0.170,1,1,3,2
9.402,2,1,nan,nan,nan,9.4499,-0.0986,5.2803,0.036,0.168,1,1,3,2
9.501,2,1,nan,nan,nan,9.4516,-0.0997,5.2815,0.036,0.167,1,1,3,2
9.605,2,1,nan,nan,nan,9.4534,-0.1006,5.2854,0.036,0.171,1,1,3,2
9.708,2,1,nan,nan,nan,9.4545,-0.1017,5.2904,0.036,0.170,1,1,3,2
9.810,2,1,nan,nan,nan,9.4551,-0.1026,5.2954,0.036,0.173,1,1,3,2
9.904,2,1,nan,nan,nan,9.4555,-0.1029,5.2986,0.036,0.170,1,1,3,2
10.010,2,1,nan,nan,nan,9.4559,-0.1044,5.3037,0.036,0.173,1,1,3,2
10.104,2,1,nan,nan,nan,9.4559,-0.1044,5.3037,0.036,0.173,1,1,3,2
10.210,2,1,nan,nan,nan,9.4559,-0.1044,5.3037,0.036,0.173,1,1,3,2
10.309,2,1,nan,nan,nan,9.4404,-0.1043,5.3936,0.036,0.171,1,1,3,2
10.401,2,1,nan,nan,nan,9.4248,-0.0988,5.4503,0.036,0.170,1,1,3,2
10.508,2,1,nan,nan,nan,9.4186,-0.0960,5.4735,0.036,0.171,1,1,3,2
10.601,2,1,nan,nan,nan,9.4186,-0.0960,5.4735,0.036,0.171,1,1,3,2
10.705,2,1,nan,nan,nan,9.4186,-0.0960,5.4735,0.036,0.171,1,1,3,2
10.801,2,1,nan,nan,nan,9.3719,-0.0528,5.8110,0.037,0.175,1,1,3,2
10.908,2,1,nan,nan,nan,9.3627,-0.0435,5.9421,0.037,0.057,1,1,3,2
11.001,2,1,nan,nan,nan,9.3562,-0.0403,6.0500,0.038,0.040,1,1,3,2
11.103,2,1,nan,nan,nan,9.3457,-0.0405,6.1848,0.038,0.032,1,1,3,2
11.207,2,1,nan,nan,nan,9.3457,-0.0405,6.1848,0.038,0.032,1,1,3,2
11.304,2,1,nan,nan,nan,9.3261,-0.0451,6.4135,0.041,0.027,1,1,3,2
11.406,2,1,nan,nan,nan,9.3232,-0.0452,6.4615,0.042,0.026,1,1,3,2
11.501,2,1,nan,nan,nan,9.3203,-0.0470,6.5125,0.043,0.026,1,1,3,2
11.601,2,1,nan,nan,nan,9.3205,-0.0480,6.5313,0.044,0.026,1,1,3,2
11.707,2,1,nan,nan,nan,9.3205,-0.0480,6.5313,0.044,0.026,1,1,3,2
11.810,2,1,nan,nan,nan,9.3205,-0.0480,6.5313,0.044,0.026,1,1,3,2
11.905,2,1,nan,nan,nan,9.3284,-0.0510,6.5808,0.048,0.026,1,1,3,2
12.002,2,1,nan,nan,nan,9.3657,-0.0650,6.6712,0.054,0.027,1,1,3,2
12.104,2,1,nan,nan,nan,9.3823,-0.0704,6.7167,0.057,0.027,1,1,3,2
12.204,2,1,nan,nan,nan,9.3871,-0.0719,6.7316,0.058,0.027,1,1,3,2
12.304,2,1,nan,nan,nan,9.4059,-0.0779,6.7982,0.061,0.027,1,1,3,2
12.401,2,1,nan,nan,nan,9.4174,-0.0817,6.8388,0.063,0.027,1,1,3,2
12.509,2,1,nan,nan,nan,9.4205,-0.0828,6.8476,0.064,0.027,1,1,3,2
12.603,2,1,nan,nan,nan,9.4587,-0.0930,6.9243,0.072,0.027,1,1,3,2
12.709,2,1,nan,nan,nan,9.4759,-0.0982,6.9368,0.074,0.027,1,1,3,2
12.806,2,1,nan,nan,nan,9.4908,-0.1023,6.9530,0.077,0.027,1,1,3,2
12.909,2,1,nan,nan,nan,9.5146,-0.1077,6.9819,0.081,0.027,1,1,3,2
13.001,2,1,nan,nan,nan,9.5363,-0.1107,7.0096,0.084,0.027,1,1,3,2
13.107,2,1,nan,nan,nan,9.5552,-0.1135,7.0355,0.087,0.027,1,1,3,2
13.200,2,1,nan,nan,nan,9.5790,-0.1158,7.0691,0.090,0.027,1,1,3,2
13.306,2,1,nan,nan,nan,9.5949,-0.1159,7.0907,0.092,0.027,1,1,3,2
13.401,2,1,nan,nan,nan,9.5949,-0.1159,7.0907,0.092,0.027,1,1,3,2
13.507,2,1,nan,nan,nan,9.5949,-0.1159,7.0907,0.092,0.027,1,1,3,2
13.602,2,1,nan,nan,nan,9.5949,-0.1159,7.0907,0.092,0.027,1,1,3,2
13.701,2,1,nan,nan,nan,9.5967,-0.1157,7.0936,0.093,0.027,1,1,3,2
13.806,2,1,nan,nan,nan,9.6936,-0.0920,7.2523,0.110,0.028,1,1,3,2
13.909,2,1,nan,nan,nan,9.7045,-0.0915,7.2858,0.113,0.028,1,1,3,2
14.003,2,1,nan,nan,nan,9.7096,-0.0912,7.3015,0.113,0.028,1,1,3,2
14.108,2,1,nan,nan,nan,9.7150,-0.0910,7.3166,0.115,0.028,1,1,3,2
14.203,2,1,nan,nan,nan,9.7150,-0.0910,7.3166,0.115,0.028,1,1,3,2
14.308,2,1,nan,nan,nan,9.7150,-0.0910,7.3166,0.115,0.028,1,1,3,2
14.403,2,1,nan,nan,nan,9.7150,-0.0910,7.3166,0.115,0.028,1,1,3,2
14.508,2,1,nan,nan,nan,9.7209,-0.0904,7.3425,0.116,0.028,1,1,3,2
